早口ずんだもん,わわ
早口ずんだもん,はじめます！
早口ずんだもん,明治大学 FMS あはらです
早口ずんだもん,わわ
早口ずんだもん,微積分講義第14回第2部です
早口ずんだもん,ずんだもんがお送りいたします
早口ずんだもん,ここでは置換積分の一般論について説明しておきましょう
早口ずんだもん,わわ
早口ずんだもん,一般論と言っても、高校で習った置換積分と全く同じです
早口ずんだもん,こういう不定積分を計算するときのテクニックの一つなんですけれど
早口ずんだもん,ｘをｔの式で書くような式を準備して
早口ずんだもん,それをｘイコールｇｔと書いておきますが
早口ずんだもん,ｆｘの不定積分をｘの式からｔの式へと変換する方法ですね
早口ずんだもん,わわ
早口ずんだもん,じつは公式が成立する条件がいくつかあったりして
早口ずんだもん,ｘとｔとがあまりなく重なりなく対応してなければいけないとか
早口ずんだもん,ｇｔは微分できる式でなければいけないとか
早口ずんだもん,今でもちょっと行ったから心に留めておいてくださいね
早口ずんだもん,わわ
早口ずんだもん,で、公式としてはｆｘの積分をするときに
早口ずんだもん,この積分する変数をｘからｔへ変えたいというときは
早口ずんだもん,こういうふうにｘイコールｇｔと書けているのであれば
早口ずんだもん,被積分関数のところのｘのところにｇｔを代入します
早口ずんだもん,わわ
早口ずんだもん,で、ｄｘだったところにはｇダッシュｄｔとね
早口ずんだもん,そういうものを置いてあげて
早口ずんだもん,この公式を置換積分公式と言います
早口ずんだもん,わわ
早口ずんだもん,どうしてこれがこの公式が成り立つかというのはここでは取り扱わないわけですけど
早口ずんだもん,不定積分だったら、合成関数の微分公式から導けるとか
早口ずんだもん,定積分だったら、区分求積法から説明することもできますね
早口ずんだもん,わわ
早口ずんだもん,で、シートを繰ります
早口ずんだもん,特に定積分の場合は
早口ずんだもん,ｘがａからｂまでというのを
早口ずんだもん,ｔがｐからｑまでという範囲に変換される
早口ずんだもん,ｘとｔとがこの範囲で全単射に対応している
早口ずんだもん,わわ
早口ずんだもん,全単射については逆関数のところをみてください
早口ずんだもん,しかも、まあまあ当たり前ですけど、ｇダッシュがないといけませんし
早口ずんだもん,いくつか注意が必要です
早口ずんだもん,わわ
早口ずんだもん,はい、で、それでこの式があって定積分の場合は
早口ずんだもん,がａからｂだったら右辺はｐからｑまでになる
早口ずんだもん,高校なんかだとこの右下に書いたような、ちょっと増減表みたいなの書いて
早口ずんだもん,それでｘとｔとが全単射で対応していることをチェックしなさい
早口ずんだもん,ということになっていたりします
早口ずんだもん,この範囲でちゃんと変数が対応してるということを確認する意味では大切です
早口ずんだもん,ただ計算すればいいってもんでもないんでね
早口ずんだもん,わわ
早口ずんだもん,次のシートへ行きますね
早口ずんだもん,ｘをｇｔとｔで表すんじゃなくて、ｔをｈｘでｘでで表わして
早口ずんだもん,それをうまくｆｘｄｘの式に代入するという方法もあり得ます
早口ずんだもん,それでもうまくｔだけの式にできることがわかっていればそういう形でもとらえることできるんです
早口ずんだもん,その場合、ｇダッシュｔに当たるところが
早口ずんだもん,ｈだっしゅｘブンの１になりますね
早口ずんだもん,逆関数の微分ですからま、当然と言えば当然ですが
早口ずんだもん,わわ
早口ずんだもん,さっきの式とこっちのこの式のどっちを使うか
早口ずんだもん,どっちに持ち込むかっていうのは、形を見てどっちだとうまくいくかなっていうのを調べるか
早口ずんだもん,もしくはパターンで覚えておくかしかないですね
早口ずんだもん,二つ目の式のほうは基本ｘが残っているじゃないですか
早口ずんだもん,すごく残っちゃってるんだけど、でも行く勝算がある保証があればですね
早口ずんだもん,こっちの公式を使うというような形になると思います
早口ずんだもん,わわ
早口ずんだもん,で、具体的にどういう形のときにどのように置けばよいかとかは
早口ずんだもん,次の回で丁寧に説明したいと思います
早口ずんだもん,ここではたまたまうまくいっているばあ事例を2つ紹介します
早口ずんだもん,わわ
早口ずんだもん,一つ目の例はなにやら難しそうですが、
早口ずんだもん,これはｘ2乗をｔとおけばうまくいきます
早口ずんだもん,つまりｈｔ＝ｘ2乗と置いているわけですが
早口ずんだもん,ｈダッシュｘが２ｘですから
早口ずんだもん,二つ目の公式のほうにあてはめると
早口ずんだもん,するするすると解けてしまいます
早口ずんだもん,わわ
早口ずんだもん,これなんか、ｘが約分できるということを見越したうえで
早口ずんだもん,置換積分の公式を適用しているということに注意してください
早口ずんだもん,わわ
早口ずんだもん,とはいえ、これ注意がちょっと必要で
早口ずんだもん,ｘで約分してるじゃないですか
早口ずんだもん,だからｘイコール０を含むような区間では基本ＮＧなんですよね
早口ずんだもん,定積分の時にはちょっと注意が必要です。
早口ずんだもん,わわ
早口ずんだもん,もっとも最後の答えをみて、この式の微分を計算してみると
早口ずんだもん,フツウにｘかけるｅのｘ2乗乗になっていますので
早口ずんだもん,原始関数という意味では問題ないです
早口ずんだもん,わわ
早口ずんだもん,Ｃは積分定数という但し書きを忘れないようにお願いします
早口ずんだもん,わわ
早口ずんだもん,次のシートへいきます
早口ずんだもん,もう一つの例はサイン2乗コサインという形です
早口ずんだもん,一般にサインとコサインの式の場合には究極の裏技と呼ばれる
早口ずんだもん,置換積分のテクニックが知られてたりしますが
早口ずんだもん,それはいずれ皆様にも伝授しますが
早口ずんだもん,こちらは、とりあえずもっと簡単に解ける実例です
早口ずんだもん,わわ
早口ずんだもん,もちろん、和積の公式を使ってはどうかとか
早口ずんだもん,サインをコサインの式に変換してはどうかとか
早口ずんだもん,いろいろな方法を試みてもらって構いません
早口ずんだもん,いかに説明するのは解き方の一つでしかありませんから
早口ずんだもん,わわ
早口ずんだもん,で、さいんｘをｈｘとしてこれをｔとおきます
早口ずんだもん,そうするとｈだっしゅがコサインｘになりますので
早口ずんだもん,これも計算式にあてはめますとするすると解けてしまいます
早口ずんだもん,わわ
早口ずんだもん,ここではこさいんｘが約分する形になっていますが
早口ずんだもん,別の書き方も可能です
早口ずんだもん,雑談の方でちょっと触れようと思いますが
早口ずんだもん,さいんｘイコールｔというしきから
早口ずんだもん,コサインｘｄｘイコールｄｔという式をたてる方法もあります
早口ずんだもん,高校だとこの両辺の意味がわからないので、高校では非推奨です
早口ずんだもん,そうすると最初の積分の式の中にコサインｘｄｘという部分がありますので
早口ずんだもん,これをｄｔへと置き換えるだけでよいということになります
早口ずんだもん,わわ
早口ずんだもん,それ以降の計算は変わりません
早口ずんだもん,わわ
早口ずんだもん,もっともこの問題くらいだと
早口ずんだもん,ぐっとにらみつけて原始関数を見つけ出す
早口ずんだもん,という、これも究極のワザですかね、そういう方法もありえます
早口ずんだもん,原始関数を見つけることが目的ですので
早口ずんだもん,そのための手段はとわないですから
早口ずんだもん,わわ
早口ずんだもん,積分はいろいろなアクセスが許されているのが楽しいですね
早口ずんだもん,どういう分かり方でもいいんだよというような高校の先生もいらっしゃるようで
早口ずんだもん,みなさんもぜひ「道具」をたくさん手に入れてうまく解決してください
早口ずんだもん,わわ
早口ずんだもん,復習します
早口ずんだもん,わわ
早口ずんだもん,高校で習った置換積分の公式を思い出しました
早口ずんだもん,わわ
早口ずんだもん,定積分に適用するときの注意も説明しました
早口ずんだもん,わわ
早口ずんだもん,ｔをｘの式で書く方法についても説明しました
早口ずんだもん,わわ
早口ずんだもん,実例を二つ説明しました
早口ずんだもん,わわ
早口ずんだもん,これが二つ目ですね
早口ずんだもん,わわ
早口ずんだもん,はい、では、続いて第3部は雑談回です
早口ずんだもん,わわ
早口ずんだもん,ご視聴ありがとうございました
